First Name,Last Name,Gender,Age,City,State,Region,Order ID,Quantity of Goods,Price per Item,Order Date,Total Price,Payment Method,Payment ID,Category of Good,Name of Good,Rating of Good,Quantity of Reviews,Carrier,Shipment Date,Shipment Status,% of Discount,Discount Reason,Effective Price,Delivery Speed,Customer Type,Return Status,Last Purchase Date,Promo Code Used,Shipping Cost,City and State
Charles,Gallegos,Female,53,Colorado Springs,Colorado,North,9d9fe6c3-5896-497d-b37c-6266b7761714,1,273.75,27/10/2022,273.75,Online,59aab80b-5ad4-408f-9c6b-f77ca1154d6b,Clothing,Dress,1.280859551090293,366,DHL,06/08/2024,In Transit,8,Discount Card,212.32,Express,New,Yes,30/05/2024,Yes,165.9,"Colorado Springs, Colorado"
Ryan,Contreras,Non-binary,23,Arlington,Texas,North,7da3bc9d-634c-4b97-9b83-3de6866b72f2,2,469.13,08/08/2023,938.26,Card,8947620b-2fbc-4780-a012-db3e566e852e,Beauty,Nail Polish,4.477453030757431,384,DHL,19/12/2023,In Transit,15,Birthday,474.85,Express,Returning,Yes,16/03/2024,No,1036.08,"Arlington, Texas"
Candice,Wright,Male,27,Dayton,Ohio,South,b6749d8b-cf3e-4c2e-a360-30720ce12606,3,136.3,31/05/2024,408.9,Cash,add9137c-83f2-481f-bdad-88886916af0e,Clothing,Shorts,2.1074596099362783,178,FedEx,11/10/2024,Cancelled,10,Coupon,311.42,Same Day,Returning,Yes,03/08/2024,Yes,679.73,"Dayton, Ohio"
Jennifer,Williams,Male,44,Roswell,Georgia,East,74fad957-5ee8-4ec3-9825-c453c22686c0,3,211.68,19/09/2022,635.04,Online,1bbf7816-6d11-4394-92f4-b6b8391b56d2,Sports,Football,3.8476414942419286,496,DHL,20/01/2024,Delivered,20,Seasonal Sale,522.64,Express,VIP,No,26/12/2024,No,945.31,"Roswell, Georgia"
Gary,Davis,Non-binary,44,Fresno,California,South,023f5737-7f00-4dd4-b5ee-cec4bcf2c428,6,422.59,20/10/2022,2535.54,Online,9d6cd00b-292f-4be2-8c2a-c58047154c53,Electronics,TV,3.66433283504652,250,UPS,07/01/2023,In Transit,50,Employee Discount,1631.62,Express,VIP,Yes,27/05/2024,No,111.2,"Fresno, California"
Tonya,Price,Male,67,Greensboro,North Carolina,North,dd611c47-2b92-4ab4-98d9-78cde0c4cb16,5,325.57,14/04/2024,1627.85,Online,0a555fc3-f23b-43aa-90b7-55117c96beac,Sports,Gloves,2.6605491140500352,498,FedEx,28/04/2024,Returned,10,Coupon,1256.86,Express,VIP,No,27/02/2024,No,459.36,"Greensboro, North Carolina"
Andrew,Edwards,Female,64,Arlington,Virginia,South,090653ce-fae1-4a23-becc-f6249de721f3,2,167.81,13/11/2024,335.62,Online,8719ecbf-9bb8-4e33-b2b4-6f72910ab25e,Beauty,Mascara,3.7815329665930735,1,UPS,31/12/2024,Cancelled,25,Clearance Sale,279.14,Standard,Returning,Yes,28/04/2024,Yes,314.47,"Arlington, Virginia"
Michael,Nunez,Non-binary,54,Allentown,Pennsylvania,North,7afa5b7d-1da4-4458-8fcb-d20f332c1744,3,315.05,22/05/2023,945.15,Online,08c84fc2-7c52-43dd-9fd0-53d56c228ae7,Books,Fantasy Book,2.541887731844636,177,FedEx,06/12/2024,Cancelled,10,Coupon,694.97,Same Day,New,No,20/08/2024,Yes,920.36,"Allentown, Pennsylvania"
Katherine,Bray,Non-binary,40,Buffalo,New York,West,c247c32e-3c70-421e-9505-548dd692e013,10,322.94,21/10/2022,3229.4,Online,1dfc94dc-c6d1-4a7e-af32-aae1ef91df3f,Electronics,Headphones,1.2450511548116772,139,DHL,23/09/2024,In Transit,20,Seasonal Sale,2920.02,Standard,Returning,Yes,23/06/2024,Yes,486.81,"Buffalo, New York"
Michael,Ross,Female,36,Yonkers,New York,East,e5045a32-bc94-4dae-a1d5-9d1b87cdb76f,10,199.32,26/08/2022,1993.2,Cash,03a38895-e8ef-4229-9c14-3bdc4e7f27c8,Books,Journal,4.74730812579833,272,FedEx,26/02/2024,Cancelled,15,Birthday,1318.9,Express,VIP,Yes,15/07/2024,No,420.46,"Yonkers, New York"
James,Brown,Male,66,Columbus,Georgia,West,b4590134-7644-4fa8-b969-9644a9186e4a,1,130.08,21/12/2022,130.08,Card,7c012b90-e9bd-46c1-ac3d-62bb343bcd95,Books,Memoir,3.1928431419206857,31,DHL,04/12/2023,Cancelled,8,Discount Card,67.34,Same Day,New,Yes,07/11/2024,Yes,1131.25,"Columbus, Georgia"
Robert,Zimmerman,Male,41,Savannah,Georgia,South,4757273c-9c3f-4b50-a24f-16c331cf0fe0,6,178.92,03/02/2022,1073.52,Online,2153872f-4d29-4cae-844b-1ae3587280d8,Sports,Basketball,4.439397324031492,300,DHL,23/04/2024,Returned,8,Discount Card,961.44,Same Day,VIP,No,18/07/2024,No,1152.8,"Savannah, Georgia"
Daisy,Graham,Non-binary,29,Tampa,Florida,South,d023be83-6bb7-49a2-98d9-8de087f9d2fd,6,331.53,20/03/2023,1989.18,Card,1b05b987-a254-4ef1-9eef-7cced88e9f8c,Books,Fantasy Book,2.541887731844636,15,FedEx,10/04/2024,In Transit,50,Employee Discount,1415.7,Same Day,VIP,Yes,26/03/2024,Yes,1425.92,"Tampa, Florida"
Kristin,Brooks,Male,57,Allentown,Pennsylvania,West,791a49b4-c878-4448-bb38-a9be511569be,5,376.6,26/04/2022,1883.0,Card,bbe06ff0-f0bb-4c87-94ee-92b505795a3b,Electronics,Drone,4.028354980009399,446,UPS,26/03/2023,Returned,50,Employee Discount,1026.61,Standard,VIP,Yes,13/11/2024,Yes,1198.09,"Allentown, Pennsylvania"
Crystal,Perkins,Male,69,Ames,Iowa,North,75258d40-9850-42c5-af52-cba33d72dab2,9,364.7,25/04/2023,3282.3,Online,6a14dd1d-261d-494b-9627-11804d323ab4,Books,Cookbook,3.1682762440519,21,FedEx,12/08/2023,Delivered,50,Employee Discount,2221.79,Express,Returning,Yes,27/02/2024,No,1429.11,"Ames, Iowa"
Nicole,Wagner,Non-binary,48,Rockford,Illinois,South,a366ce99-dab1-400b-a34e-367689e1a1a2,2,211.52,06/11/2024,423.04,Online,ad37ff68-f0d2-46a6-a9ef-3fa7ec14e345,Books,Guide,3.501951096076984,493,UPS,25/12/2024,Returned,15,Birthday,289.44,Express,VIP,Yes,14/10/2024,No,2.52,"Rockford, Illinois"
Linda,Lane,Non-binary,56,Waterloo,Iowa,East,72baf6eb-e6df-4a98-a973-8f2cd7513be9,4,480.28,06/11/2023,1921.12,Online,de465eaf-8e93-4f97-99e2-63f61542ed38,Sports,Gloves,2.6605491140500352,220,FedEx,13/08/2024,Returned,20,Seasonal Sale,985.53,Standard,VIP,Yes,04/02/2024,No,788.1,"Waterloo, Iowa"
Vincent,Alvarez,Male,39,Dubuque,Iowa,North,53f26949-5e40-4230-ad2c-b3a204489dcf,1,71.81,05/01/2022,71.81,Card,d973e9ee-8faa-41d0-a469-007982b9e890,Toys,Action Figure,4.671850955022057,139,FedEx,09/02/2022,Delivered,20,Seasonal Sale,49.77,Express,New,No,03/02/2024,No,62.62,"Dubuque, Iowa"
Danielle,Marsh,Non-binary,27,Tucson,Arizona,North,05533d04-19e0-4be7-a689-fa5ff1060c64,8,346.3,06/04/2024,2770.4,Card,8b7a59dc-1f09-4cd4-b386-f8c6652f6941,Sports,Football,3.8476414942419286,125,FedEx,19/07/2024,In Transit,15,Birthday,1732.61,Express,Returning,No,04/09/2024,No,61.24,"Tucson, Arizona"
Randall,Allen,Non-binary,61,Cambridge,Massachusetts,West,018fbcf3-cfd1-404c-84bc-896117510278,8,86.3,19/05/2023,690.4,Online,7929fcc3-4768-4af2-a565-0e17110aa1f1,Furniture,Bed,3.5889080340637025,210,FedEx,07/05/2024,In Transit,50,Employee Discount,589.81,Express,VIP,No,18/12/2024,No,418.14,"Cambridge, Massachusetts"
Rebecca,Watson,Non-binary,23,Roswell,Georgia,West,e85bbb28-31fc-4756-9f3b-6e9644206cbf,6,395.64,05/01/2023,2373.84,Online,b4807587-a44b-44de-979e-f19407142017,Clothing,Dress,1.280859551090293,182,UPS,06/08/2024,In Transit,8,Discount Card,1212.56,Express,Returning,No,22/07/2024,Yes,195.95,"Roswell, Georgia"
John,Torres,Female,58,Sioux City,Iowa,East,2cc8a429-ffa7-49ad-b9e5-e673e2711dc6,6,187.55,19/04/2024,1125.3,Online,f05b9aa9-8d74-451c-a5c3-745ba52ca855,Clothing,Socks,4.165264545266613,113,UPS,07/09/2024,Returned,15,Birthday,1005.12,Express,VIP,No,24/06/2024,No,1391.27,"Sioux City, Iowa"
Edward,Vance,Male,18,Cincinnati,Ohio,East,dea03c89-3c98-41cc-aa60-47fbee2aac04,2,244.35,23/04/2024,488.7,Online,1599a993-749c-461e-85c7-a62edbce9048,Toys,Doll,3.127781421165114,411,DHL,25/11/2024,Delivered,25,Clearance Sale,409.19,Same Day,VIP,Yes,28/11/2024,Yes,1345.55,"Cincinnati, Ohio"
Raven,Long,Male,44,Cary,North Carolina,North,e404adb8-cc39-4f3c-9890-460c271802dd,8,499.95,05/03/2024,3999.6,Online,9cf6c59d-4d03-40f4-afb3-985e3ff6bda9,Toys,Building Blocks,4.2871690338342185,410,FedEx,29/07/2024,In Transit,8,Discount Card,3337.67,Same Day,VIP,No,09/08/2024,Yes,394.0,"Cary, North Carolina"
Kathleen,Hernandez,Non-binary,29,San Francisco,California,West,51788dce-a12f-48f0-9232-8eee2795b5fb,6,423.41,21/03/2024,2540.46,Online,186491ab-4cea-4b1c-a900-a1f601838b2c,Books,Textbook,4.691966374066066,69,UPS,27/06/2024,In Transit,8,Discount Card,2052.44,Standard,Returning,Yes,25/01/2024,No,579.52,"San Francisco, California"
Curtis,Shannon,Female,30,Arlington,Texas,East,80c948a4-9585-48b1-8a26-aab5a1667be7,6,113.53,23/06/2023,681.18,Online,0ce27a11-4dc0-48a2-a566-c88593de60c7,Beauty,Nail Polish,4.477453030757431,113,DHL,18/07/2024,In Transit,50,Employee Discount,474.1,Standard,Returning,No,18/08/2024,Yes,835.6,"Arlington, Texas"
Thomas,Medina,Non-binary,59,Fort Collins,Colorado,North,472bdbbe-04a3-41e9-a061-6e650719c6a0,10,268.18,26/06/2024,2681.8,Online,81ec8c16-1c95-470a-bb64-9a404626a361,Clothing,T-Shirt,3.6771784992571033,44,UPS,15/12/2024,Returned,10,Coupon,2446.07,Standard,Returning,No,19/02/2024,Yes,116.6,"Fort Collins, Colorado"
David,Sandoval,Female,33,Tucson,Arizona,East,7840b3a6-c52d-45e6-913f-9a661941e341,4,136.7,20/04/2022,546.8,Online,5091ab18-7e32-4b49-b8f4-26737c962330,Books,Textbook,4.691966374066066,402,DHL,19/12/2022,Cancelled,20,Seasonal Sale,333.77,Express,Returning,No,04/02/2024,No,1113.77,"Tucson, Arizona"
Katherine,Burch,Non-binary,49,Springfield,Illinois,South,150b84fe-7b48-4e3c-a94b-386076b44aac,6,463.63,03/01/2025,2781.78,Cash,8d121fc3-4a1d-46e5-9953-361959a44111,Electronics,Gaming Console,3.628097504081727,443,DHL,05/01/2025,Returned,50,Employee Discount,1473.51,Express,Returning,Yes,04/09/2024,No,1129.34,"Springfield, Illinois"
Jeremy,Vance,Non-binary,41,Virginia Beach,Virginia,North,0f024ed3-3751-4c60-b6a7-bf8f795971c2,9,40.31,06/10/2024,362.79,Card,4d9c299c-166a-49d8-b949-b667012876e5,Toys,Building Blocks,4.2871690338342185,58,DHL,28/10/2024,Returned,8,Discount Card,246.23,Express,VIP,No,29/09/2024,No,121.56,"Virginia Beach, Virginia"
Jason,Kirby,Non-binary,55,Cambridge,Massachusetts,North,127c1ce3-62bc-4088-b6e1-542c6c0e674e,5,413.75,19/02/2024,2068.75,Online,86b24e44-aae6-4582-aa15-e322cfc79ee0,Toys,Action Figure,4.671850955022057,187,UPS,25/12/2024,Delivered,10,Coupon,1745.4,Express,Returning,No,11/07/2024,No,1187.11,"Cambridge, Massachusetts"
Cassandra,Hogan,Male,58,Athens,Georgia,North,8c8d1180-3368-4d87-83c7-7587a50a365e,4,358.66,31/03/2023,1434.64,Online,4fea78ec-6b9a-47bc-a8b8-484d6a488d7c,Beauty,Lipstick,3.5716249805401583,236,FedEx,24/08/2023,Returned,20,Seasonal Sale,763.09,Same Day,New,No,25/04/2024,No,272.96,"Athens, Georgia"
Sharon,Lindsey,Female,26,Macon,Georgia,South,14f17224-83d1-4bc2-9410-4e4d8ec9297d,2,351.12,03/08/2023,702.24,Card,4b153269-54bb-4292-a6e8-4963af4c7516,Toys,Board Game,1.527976264940477,290,FedEx,23/04/2024,Delivered,20,Seasonal Sale,354.14,Standard,Returning,Yes,25/10/2024,Yes,115.13,"Macon, Georgia"
Samantha,Solomon,Male,48,Pittsburgh,Pennsylvania,West,eb9e07a2-43ed-48bf-a155-07f4f405a4f5,4,258.05,16/04/2022,1032.2,Card,4aed063d-5fd8-4644-bf72-9b7e418ffc06,Books,Biography,1.4628526313091756,289,DHL,28/03/2023,In Transit,8,Discount Card,819.88,Same Day,Returning,Yes,18/03/2024,No,493.77,"Pittsburgh, Pennsylvania"
Steven,Adams,Non-binary,32,Lynn,Massachusetts,North,62b51a51-1f76-44c8-8da4-ec106ca7f17c,3,476.87,09/06/2024,1430.61,Online,c4677e35-d8ee-4f32-abb5-79ab5d15d9a1,Furniture,Stool,3.979287393046109,279,DHL,15/12/2024,In Transit,20,Seasonal Sale,1159.08,Standard,VIP,Yes,24/03/2024,Yes,1293.59,"Lynn, Massachusetts"
Nicholas,Palmer,Female,56,Sioux City,Iowa,West,b009d7be-6260-4f5c-8a9f-414159a934ae,9,383.66,18/07/2024,3452.94,Online,c72d7a05-9239-42e2-8c11-8cbf470fadcd,Sports,Basketball,4.439397324031492,428,DHL,29/12/2024,Returned,15,Birthday,3127.33,Same Day,Returning,No,12/02/2024,No,807.91,"Sioux City, Iowa"
Dustin,Fleming,Non-binary,46,Corpus Christi,Texas,West,f9e4477b-35be-484a-8b61-9303cfc32bde,3,376.74,01/09/2022,1130.22,Online,191fc09c-493f-4595-a8d2-28c09cb410ca,Sports,Football,3.8476414942419286,365,FedEx,10/06/2023,Delivered,25,Clearance Sale,857.84,Standard,VIP,No,30/09/2024,No,520.81,"Corpus Christi, Texas"
Michael,Hudson,Male,69,Jacksonville,Florida,East,4c357250-c867-47bb-bbba-2c0d6fd41e3d,6,210.83,14/06/2023,1264.98,Card,1d98ab41-f951-46f7-8ff1-21c9a2f8b674,Furniture,Bench,3.537615866524479,66,DHL,23/08/2023,Cancelled,8,Discount Card,942.03,Same Day,Returning,Yes,18/03/2024,Yes,152.3,"Jacksonville, Florida"
Sandra,Schmidt,Female,30,Alexandria,Virginia,West,ed168e77-4e02-450d-861a-00a3f79569f6,1,55.09,16/12/2023,55.09,Cash,eb9af8fd-9665-4ab4-8a6e-4729ab98c15b,Electronics,Camera,4.275213112365018,386,UPS,26/04/2024,Delivered,20,Seasonal Sale,31.65,Express,New,Yes,06/09/2024,No,148.68,"Alexandria, Virginia"
Olivia,Bryant,Male,68,Lorain,Ohio,South,eb5b0f47-978b-42db-81e0-0d36da68403d,6,20.05,14/09/2024,120.3,Online,baf0ca00-2a95-4acf-8b60-4064a15405ae,Electronics,Smartwatch,4.145501300836919,253,DHL,19/10/2024,Delivered,25,Clearance Sale,82.32,Same Day,Returning,No,08/12/2024,No,1305.96,"Lorain, Ohio"
Jose,Winters,Non-binary,47,Rockford,Illinois,West,2a1a8a01-88c0-477d-9c5a-ca7ed09ab91d,1,202.17,15/06/2022,202.17,Online,5deecbd1-ce07-4e60-9b60-4796492f910a,Sports,Jersey,3.5334448174848903,50,DHL,24/09/2024,Returned,20,Seasonal Sale,145.08,Same Day,Returning,No,07/01/2024,No,760.98,"Rockford, Illinois"
Kelly,Ramos,Non-binary,65,Fayetteville,North Carolina,West,d19f55d9-9552-47f6-95e9-8d7f570134bc,2,241.46,24/10/2024,482.92,Online,357516c7-7364-44fe-8569-9c3b5f55db54,Sports,Basketball,4.439397324031492,391,FedEx,27/11/2024,Cancelled,20,Seasonal Sale,248.9,Express,New,No,21/07/2024,No,958.58,"Fayetteville, North Carolina"
Judy,Reeves,Non-binary,63,San Antonio,Texas,North,a7d4ab34-65aa-4391-af55-60bc8dddabe3,5,38.8,16/02/2024,194.0,Online,4237445a-cb73-4d9d-bf4b-ae511487455c,Sports,Basketball,4.439397324031492,137,FedEx,09/12/2024,In Transit,15,Birthday,177.34,Standard,VIP,No,13/05/2024,No,125.98,"San Antonio, Texas"
Grant,Hickman,Male,43,Bellevue,Washington,East,1fd0e85d-d29b-44af-82c1-5e88b98195a1,7,323.65,02/12/2023,2265.55,Online,6dbaf8cb-a4da-4f01-ab12-21dce2497131,Toys,Stuffed Animal,4.7373350526221,411,FedEx,09/11/2024,Cancelled,20,Seasonal Sale,1897.17,Express,Returning,No,15/07/2024,Yes,104.2,"Bellevue, Washington"
Mike,Lee,Female,49,Raleigh,North Carolina,South,42843b21-5bba-4d70-b90e-f2670b0e9aa4,8,67.9,10/09/2022,543.2,Online,5f6d39f9-03b4-4711-af61-929ee147a9af,Books,Novel,3.228675823343361,454,FedEx,20/08/2024,In Transit,25,Clearance Sale,503.82,Same Day,New,Yes,24/07/2024,No,533.22,"Raleigh, North Carolina"
Donald,Bowers,Female,18,Fayetteville,North Carolina,East,51bd5646-7c42-43cb-95ed-4ba734217ec1,10,316.05,31/01/2024,3160.5,Online,9f0a27cb-03b2-455b-8088-feb8bff5d3d2,Beauty,Nail Polish,4.477453030757431,221,FedEx,27/04/2024,In Transit,8,Discount Card,2096.36,Standard,VIP,No,28/01/2024,Yes,350.78,"Fayetteville, North Carolina"
Michael,Bass,Non-binary,18,Cary,North Carolina,East,98374f23-e5d6-4505-9b57-143cd5da05a8,4,434.69,29/05/2022,1738.76,Cash,a807e3c8-5438-4638-8cde-123c7638939f,Clothing,Dress,1.280859551090293,487,FedEx,21/12/2024,Delivered,15,Birthday,1130.89,Express,Returning,Yes,19/02/2024,Yes,252.44,"Cary, North Carolina"
Holly,Rodriguez,Non-binary,34,Rockford,Illinois,East,cbbc4ea7-51a0-4283-9cac-a8c6688db8bd,1,271.82,22/06/2024,271.82,Cash,dd5a3972-ba34-4050-98ec-94c98ad8c511,Furniture,Bench,3.537615866524479,463,FedEx,10/11/2024,In Transit,50,Employee Discount,150.29,Express,Returning,No,14/09/2024,No,186.04,"Rockford, Illinois"
Savannah,Mccoy,Male,48,Oakland,California,South,7ae55b6f-d38a-4323-bca4-977d40e95299,2,411.75,11/12/2024,823.5,Online,b4b56ccf-1ae6-45d9-b2de-494f7e4e2996,Toys,Ball,3.939053635610707,52,FedEx,18/12/2024,Delivered,8,Discount Card,679.14,Express,VIP,No,03/07/2024,Yes,455.31,"Oakland, California"
Kristine,Anderson,Male,22,Scottsdale,Arizona,West,bb0e22cd-b00e-450a-b23f-7d0c0856055b,7,417.72,15/02/2022,2924.04,Cash,12e77ef1-30e8-4203-9db7-39f21b01f1af,Furniture,Table,1.402967040887715,448,DHL,17/02/2022,Delivered,20,Seasonal Sale,2541.87,Same Day,New,Yes,04/12/2024,Yes,1260.77,"Scottsdale, Arizona"
Jaime,Mejia,Non-binary,26,Miami,Florida,East,61157afb-6b2a-4265-af01-825786f8e252,6,46.57,10/10/2023,279.42,Online,9385ee97-f574-4112-9cd4-4691da9488f3,Toys,RC Car,2.061947118033172,40,DHL,09/01/2024,Cancelled,10,Coupon,230.88,Standard,New,Yes,12/08/2024,Yes,559.96,"Miami, Florida"
Stephanie,Elliott,Non-binary,43,Pueblo,Colorado,East,e23bd1c6-4a9f-470f-a422-fae2eab29d45,5,211.64,02/09/2024,1058.2,Online,b5a81968-837d-4912-8891-ed5a80724672,Beauty,Mascara,3.7815329665930735,97,FedEx,26/12/2024,In Transit,8,Discount Card,920.21,Standard,New,Yes,02/08/2024,No,942.79,"Pueblo, Colorado"
Matthew,Jackson,Male,62,Ames,Iowa,North,a02ee537-3e82-4f09-a275-35904ebb0e96,3,397.7,10/08/2024,1193.1,Online,d2f4f85d-e13e-4874-aee3-f99fffdfdd95,Sports,Football,3.8476414942419286,202,UPS,08/10/2024,Cancelled,15,Birthday,995.64,Standard,Returning,Yes,27/12/2024,Yes,1318.81,"Ames, Iowa"
Bianca,Robinson,Female,44,Sioux City,Iowa,South,9dc3677c-be28-4d2d-866a-a49f6f487e18,10,394.22,06/01/2024,3942.2,Online,3c5f15f6-30e2-4e57-9fd7-c86b3e4c57bd,Books,Comic,3.513902321965803,253,DHL,06/07/2024,Returned,10,Coupon,2630.63,Standard,Returning,No,14/01/2024,No,781.13,"Sioux City, Iowa"
Alicia,Blanchard,Male,48,Rockford,Illinois,North,190c44d1-3ac9-493e-81a7-e1259ae9e25f,5,123.45,16/12/2022,617.25,Online,5d0751ac-2dff-4f7b-9a3b-00978ebf3439,Electronics,Gaming Console,3.628097504081727,187,UPS,22/10/2023,Returned,8,Discount Card,348.25,Express,Returning,Yes,05/07/2024,No,909.47,"Rockford, Illinois"
Eric,Hernandez,Female,22,Davenport,Iowa,South,0a5ff676-3bf1-42af-9ccb-0c78b16c5679,6,41.49,26/03/2024,248.94,Card,0ccf0b0f-c46c-4621-9714-992026686f93,Toys,Stuffed Animal,4.7373350526221,206,UPS,13/04/2024,Cancelled,8,Discount Card,143.07,Same Day,New,Yes,06/08/2024,Yes,64.48,"Davenport, Iowa"
Angela,Garcia,Male,40,Des Moines,Iowa,South,1057dc34-95c2-4137-9178-671762e57f37,1,91.84,30/06/2024,91.84,Online,9905d156-6ede-42a4-8f4f-f7bce826ce87,Furniture,Desk,2.3437617011037006,257,UPS,12/07/2024,Delivered,10,Coupon,80.86,Standard,Returning,No,08/02/2024,No,804.75,"Des Moines, Iowa"
Vanessa,Logan,Female,48,Des Moines,Iowa,West,539f5a9d-6d24-4675-8edf-c39408dbc5d1,1,302.19,27/05/2022,302.19,Online,ef4b380b-d59c-4016-b77a-ccbd81814c36,Furniture,Desk,2.3437617011037006,75,UPS,21/08/2022,Delivered,20,Seasonal Sale,262.57,Same Day,New,Yes,29/07/2024,Yes,1254.94,"Des Moines, Iowa"
Debra,Peters,Non-binary,27,Scottsdale,Arizona,West,0dff3ac0-3fd6-471c-bbdc-c6bf03e733aa,5,23.75,16/05/2022,118.75,Online,3f244dfa-7101-4a30-9e49-eb80afd626b2,Electronics,Gaming Console,3.628097504081727,215,UPS,28/08/2023,Cancelled,20,Seasonal Sale,107.91,Standard,Returning,Yes,14/04/2024,Yes,995.04,"Scottsdale, Arizona"
Michael,Boyd,Male,28,Tampa,Florida,South,ccaa9c10-84ac-40ce-a5ef-fc3d9cd541f7,7,203.02,04/07/2024,1421.14,Online,f6e49ac3-16d8-4007-b469-dddc1fc0b975,Beauty,Perfume,4.48981981432217,163,FedEx,05/11/2024,Returned,25,Clearance Sale,989.68,Standard,New,No,19/10/2024,Yes,962.53,"Tampa, Florida"
Kiara,Henderson,Non-binary,58,Tallahassee,Florida,South,fe0c0fec-2c65-403d-a3a2-7bd5225fe61f,5,277.65,19/12/2022,1388.25,Online,7aabf097-643e-4267-8287-d00461fb115f,Sports,Football,3.8476414942419286,125,UPS,22/09/2023,Returned,50,Employee Discount,917.49,Same Day,VIP,Yes,07/02/2024,Yes,1276.92,"Tallahassee, Florida"
Amy,Kennedy,Non-binary,24,Houston,Texas,North,b9a36c5b-8043-4723-a66e-9b54c4f82155,5,126.96,11/12/2023,634.8,Cash,44073d4c-cdf5-4712-8337-a707bad32315,Beauty,Nail Polish,4.477453030757431,402,UPS,17/11/2024,Cancelled,15,Birthday,527.58,Same Day,New,No,06/08/2024,No,573.91,"Houston, Texas"
Adam,Townsend,Male,35,Naperville,Illinois,North,42345206-9317-4d34-b34b-ade91ede6f2c,4,63.53,03/08/2022,254.12,Online,3cc93447-0440-4846-b259-ec54d790fc1e,Beauty,Nail Polish,4.477453030757431,96,UPS,24/03/2023,Delivered,25,Clearance Sale,214.63,Express,VIP,No,27/10/2024,Yes,199.19,"Naperville, Illinois"
Jessica,Dyer,Female,53,Virginia Beach,Virginia,North,c4f6c413-6a3a-49c4-9ad7-776637b51a4f,5,48.58,04/03/2023,242.9,Card,fa8adf4f-1454-4776-aadc-63cc61863bcb,Clothing,Dress,1.280859551090293,113,DHL,24/08/2024,Returned,50,Employee Discount,138.91,Same Day,New,Yes,05/02/2024,No,1060.97,"Virginia Beach, Virginia"
Michael,Simmons,Male,25,Yonkers,New York,North,658363ef-3261-4943-ac71-5434819a4d90,2,400.27,18/04/2023,800.54,Online,971f66d8-932a-4f33-b471-b7045a551bf1,Sports,Yoga Mat,3.856949777685218,19,FedEx,26/03/2024,Returned,25,Clearance Sale,676.7,Standard,Returning,No,11/02/2024,Yes,152.66,"Yonkers, New York"
Rachel,Willis,Male,38,Kent,Washington,West,4bac2c78-7d18-4e51-b5cc-bd5b6dc35a02,5,445.88,20/07/2024,2229.4,Cash,195cb717-8d03-4d60-a4ef-2b58b18479c4,Toys,RC Car,2.061947118033172,322,DHL,31/12/2024,Returned,15,Birthday,1296.62,Same Day,New,Yes,26/02/2024,Yes,412.3,"Kent, Washington"
Sally,Lambert,Male,54,Oakland,California,North,aabe2269-eab3-46b1-941a-82feaae92783,10,251.35,05/07/2023,2513.5,Online,afe9027f-d661-44e3-a4d7-fd737c1a8904,Toys,Ball,3.939053635610707,87,FedEx,11/12/2023,Returned,20,Seasonal Sale,2288.79,Express,VIP,No,15/08/2024,Yes,39.94,"Oakland, California"
Jared,Anderson,Male,38,Pueblo,Colorado,North,e4d81841-18c6-4f5f-b6cf-0cf78051ea18,2,192.56,30/10/2022,385.12,Online,acd3ae90-e3dd-4b55-ace1-6175fb9e1207,Electronics,Tablet,1.516063142954867,145,FedEx,28/10/2024,In Transit,15,Birthday,347.3,Express,Returning,No,28/09/2024,Yes,690.84,"Pueblo, Colorado"
Joshua,Pacheco,Male,35,San Francisco,California,North,31a231a5-7fa3-441c-8a39-73b67de63bf5,6,89.88,14/07/2024,539.28,Online,8ad52aad-8f72-4c38-a5c1-97348c5ba89a,Sports,Bat,3.904254330162452,476,UPS,21/07/2024,Cancelled,10,Coupon,322.6,Same Day,Returning,No,10/11/2024,Yes,126.53,"San Francisco, California"
Matthew,Martinez,Male,24,Ames,Iowa,West,a7a0121c-165a-430c-b254-288e2bfbf66a,6,125.27,26/12/2022,751.62,Card,8b5a9f16-53df-4b20-aaae-7dd2d8c31cd5,Electronics,Headphones,1.2450511548116772,273,UPS,13/08/2024,Cancelled,25,Clearance Sale,699.08,Express,VIP,No,06/06/2024,No,361.66,"Ames, Iowa"
Eric,King,Female,31,Houston,Texas,North,cd49afe0-7df8-49c8-b89f-5bcf2ea3d17c,6,211.12,01/08/2022,1266.72,Online,ee5e686b-3fb0-48b8-b7c8-8929c748a630,Electronics,TV,3.66433283504652,218,DHL,18/05/2024,Cancelled,15,Birthday,759.27,Same Day,New,Yes,29/05/2024,Yes,679.37,"Houston, Texas"
Kevin,Ruiz,Male,32,Yonkers,New York,East,3362ec08-b5f4-43e1-8e42-32c8c01591be,4,334.75,19/03/2024,1339.0,Card,10231859-6bc4-4b6d-8506-2512e61ea4f9,Toys,Action Figure,4.671850955022057,379,FedEx,24/06/2024,Delivered,15,Birthday,697.49,Same Day,VIP,No,18/04/2024,Yes,1223.89,"Yonkers, New York"
William,Evans,Non-binary,65,Brockton,Massachusetts,East,9c2898ac-485f-4a50-9a28-262ff6b0be80,3,110.55,04/06/2024,331.65,Online,b8e3c624-f888-46a6-a2ae-b4c9a6b1bc22,Electronics,Smartwatch,4.145501300836919,23,DHL,04/08/2024,In Transit,20,Seasonal Sale,227.58,Same Day,New,No,06/01/2024,Yes,290.9,"Brockton, Massachusetts"
